Naam;Image URL;Aanbod;tekstveld (250 karakters);Hoe kan je winkelen;Adres;Postcode;Gemeente;Telefoonnummer;Link;E-mail;Column 12;Column 13;Cityzine;Column 15;Omschrijving;Link;image_path
Oxfam Wereldwinkel Gent-centrum;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/dc80f5f88b69d78adeccbe1312e62f96;"Accessoires;Beauty;Boeken;Dranken en voeding;Hobby en DIY;Juwelen;Kinderen;Kleding;Koken en tafelen;Muziek, film en games;Speelgoed;Wonen";"Bij Oxfam Wereldwinkel vind je Fair Trade producten. Dit wil zeggen dat de producten duurzaam tot stand kwamen en dat de boer of maker een eerlijk loon kreeg voor zijn product.
Onze missie brengen we over via educatie en activiteiten.";;Lammerstraat 16;9000;Gent;092234602;https://https://www.oxfamwereldwinkels.be/winkels/gent-centrum/;gent-centrum@oww.be;92234602;;;;;https://https://www.oxfamwereldwinkels.be/winkels/gent-centrum/;https://communicatie-digitaal.gent.be/kooplokaal/OxfamWereldwinkelGentCentrum.jpg
Paarl;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1740086f0f079286015d5fe1c1c7e94b;"Accessoires;Kleding";Elke Paarl handtas wordt stuk voor stuk handgemaakt door de designer. Stel, samen met de ontwerpster, je eigen persoonlijke Paarl tas samen.;;Onderbergen 74;9000;Gent;093246389;http://shop.paarl.be;;;;;;;http://shop.paarl.be;https://communicatie-digitaal.gent.be/kooplokaal/Paarl.jpg
Parel Gent;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/742185a21d74c5e353b3be5ede44ffde;Juwelen;"Parel is een uniek atelier waar wij met edelstenen, halfedelstenen en parels prachtige juwelen ontwerpen.
 Niet alleen onze eigen ontwerpen maar ook uw persoonlijk droomjuweel kunnen wij realiseren.";;Henegouwenstraat 44;9000;Gent;092342031;https://www.parel.gent/;info@parel.gent;475635939;;;;;https://www.parel.gent/;https://stad.gent/sites/default/files/webform/winkels/6812/Etalage%20Parel%20en%20Parelmoer.jpg
Patrizia Pepe;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/09dddff75d66644d59c7d90ee2a48d4b;"Accessoires;Kleding";Wij zijn een boetiek die exclusief de kledij van Patrizia Pepe verkoopt. Bij ons kan u terecht voor een volledige outfit.;;Brabantdam 13;9000;Gent;09 336 37 66;https://www.bikai.be/merk/patrizia-pepe/;benoit@bikai.be;477684761;;;;;https://www.bikai.be/merk/patrizia-pepe/;https://stad.gent/sites/default/files/webform/winkels/7179/cdff5a71-abf6-46e6-93a7-5016165fd015.jpg
PAUL MARIUS;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/dd534bdfb51493997632707ddda7f9ef;Accessoires;"Paul Marius is een Franse merk gespecialiseerd in lederwaren vintage-stijl.
Wij bieden een complete en kleurrijke collectie van tassen en accessoires, zowel voor dames als voor heren.";;Koestraat 15;9000;Gent;09 277 93 86;https://https://www.paulmarius.fr/;gand@paulmarius.be;0032 9 277 93 86;;;;;https://https://www.paulmarius.fr/;https://stad.gent/sites/default/files/webform/winkels/10915/20201020_104209_0.jpg
PRIAU BARONI ORTHOPAEDICS;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/fdc9e62afeae2a44a73ac1e867c1c2d3;Schoenen;"Comfortschoenen Berkemann en Vital
NR 1 IN GENT
Medische voetverzorging.
Orthopedische schoenen en steunzolen
Erkend Orthopedische Technoloog
Open Dinsdag-Woensdag-Donderdag
10.00-12.00 uur en 14.00-18.00 uur.
Tel 09 225.93.27.";;Lange Violettestraat 27;9000;Gent;;https://www.priaubaroni.be;priau.baroni@skynet.be;09 225.93.27;;;;;https://www.priaubaroni.be;https://stad.gent/sites/default/files/webform/winkels/11872/DSCF1065.JPG
Primeur;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8b1eebe722e081b6601bd7c001a8eec6;"Dranken en voeding;Koken en tafelen";Delicatessenzaak Primeur is een vaste waarde in centrum Gent. Een heerlijk assortiment aan kwalitatieve en verse producten wordt aangevuld met een ruime keuze aan vers bereide maaltijden. De eigenaars staan u steeds met een glimlach bij in uw keuzes.;;Brabantdam 115;9000;Gent;092252159;https://www.facebook.com/Primeur-334392870072461;primeur@telenet.be;0477/32.40.95;;;;;https://www.facebook.com/Primeur-334392870072461;https://stad.gent/sites/default/files/webform/winkels/6996/_V8A8289.jpg
Pylones;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f972c7eac5242a820f2f61bc5ca7d159;"Accessoires;Wonen";"Een fun ""deco "" = een smile in jou leven !";;Veldstraat 6;9000;Gent;;https://www.pylones.com;brigitte.pylones@gmail.com;483009747;;;;;https://www.pylones.com;https://stad.gent/sites/default/files/webform/winkels/6831/20191127_112303.jpg
Ralet;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a5a545ad1e4c9dde3e727a1fc1ea83f5;Schoenen;Ralet brengt een breed assortiment waar iedereen wel iets kan in vinden. Ralet brengt trendy collecties van topmerken met aandacht voor een goede prijs-kwaliteitsverhouding. Enkele merken van het assortiment zijn Furla, Michael Kors, Liu Jo, Cypres,;;Kouterdreef 7-9;9000;Gent;050601637;https://www.ralet.be/nl/home;marketing@ralet.be;50601637;;;;;https://www.ralet.be/nl/home;https://stad.gent/sites/default/files/webform/winkels/11138/ralet%20%285%20van%2019%29.jpg
Sevens Bags & Shoes;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/77f02d24741bf94051b04ed578ea8120;"Accessoires;Schoenen";Sevens Bags & Shoes biedt een persoonlijke maar coherente selectie van tassen, schoenen en accessoires aan uit de mooiste Italiaanse en Franse huizen. Het uitgangspunt is onze passie voor lederwaren en vakmanschap.;;Henegouwenstraat 34-38;9000;Gent;0494778523;https://shop.sevens.be;info@sevens.be;494778523;;;;;https://shop.sevens.be;https://stad.gent/sites/default/files/webform/winkels/6928/LORES_AM_Sevens2304_0144.jpg
Sienna Gent;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/06a1fcb2725d371bdde06ab6eec286f0;"Accessoires;Kleding;Schoenen";Vrouwelijke dameskleding met een twist en accessoires & schoenen, mooi gecombineerd met een warm onthaal, uniek interieur en uitstekende prijs-kwaliteitverhouding. Sienna Gent laat geen enkele vrouw onberoerd!;;Brabantdam 10-12;9000;Gent;093843784;http://www.siennagoodies.com;;;;;;;http://www.siennagoodies.com;https://stad.gent/sites/default/files/webform/winkels/6775/84238479-b72b-441b-90c8-1403dc59f91e.JPG
Singer's Naaishop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f5ab02e00200cb584498703aeb0684f5;"Hobby en DIY;Kleding";Speciaalzaak in naai- en overlockmachines, alle naaitoebehoren, handwerken , naaiaccessoires en Medima bodywear.;;Steendam 72;9000;Gent;092252794;http://www.singergent.com;;;;;;;http://www.singergent.com;https://stad.gent/sites/default/files/webform/winkels/6729/Singer-C430a.jpg
Slagerij Raemdonck;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6d9788e34e8ce8a296b4e0167d0464b1;Dranken en voeding;"Hoeve slagerij

gesloten vanaf 15 juli tot en met 6 augustus
wegens jaarlijkse vakantie";;Molenstraat 123;9032;Wondelgem;092538573;https://www.slagerijraemdonck.be;info@slagerijraemdonck.be;92538573;;;;;https://www.slagerijraemdonck.be;https://stad.gent/sites/default/files/webform/winkels/11800/fotoshoot10.jpg
SMØRBRØD;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9cf96d7d3ae006308b3cba0bb8db1a5c;Dranken en voeding;"SMØRBRØD zorgt voor heerlijke zuurdesembroden en koekskes, telkens op zaterdag recht vanuit Tomas' microbakkerij in Gent. Onze desembroden worden gebakken op bestelling, zo voorkomen we verloren broden. Bestellen doe je via onze website.
Onze desembroden worden enkel gebakken op bestelling: meer info op onze website.";;Iepenstraat 78;9000;Gent;;https://www.smorbrod.gent;info@smorbrod.gent;477245078;;;;;https://www.smorbrod.gent;https://stad.gent/sites/default/files/webform/winkels/11603/20210424-SM%C3%98RBR%C3%98D-0209.jpg
Soultravel;;Hobby en DIY;"Reizen naar Azië is vandaag niet mogelijk, maar we toveren graag een stukje Azië in jullie huiskamers.
 Dit door beleefboxen te ontwerpen van waaruit je vanuit je eigen huiskamer een stukje Azië kunt beleven.
 Alle zintuigen worden aangesproken";;Afsneemolenstraat 5;9051;Afsnee;0476623005;https://www.soultravel.be;contactsoultravel@gmail.com;476623005;;;;;https://www.soultravel.be;
Sphinx cinema en café;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c2d6d858231f9e6263da0aff6f24342a;"Boeken;Dranken en voeding;Muziek, film en games";Open op ma, di, wo, do en za van 12u tot 18u voor: een heerlijk warm drankje (koffie, thee, chocomelk, soep), wenskaartjes, tassen gemaakt uit filmspandoeken, geschenkpakketjes (met filmbonnen drankjes, cinemasnacks, dvd's …).;;Sint-Michielshelling, 3;9000;Gent;;https://www.sphinx-cinema.be/nieuws/geef-een-stukje-sphinx-cadeau?fbclid=IwAR2ocHsx2Gr7hoxMcGqtkETF_f6wPQYIzQshXJ11gj5hOQgj_NkoYT8i3lA;contact@sphinx-cinema.be;09 225 60 86;;;;;https://www.sphinx-cinema.be/nieuws/geef-een-stukje-sphinx-cadeau?fbclid=IwAR2ocHsx2Gr7hoxMcGqtkETF_f6wPQYIzQshXJ11gj5hOQgj_NkoYT8i3lA;https://communicatie-digitaal.gent.be/kooplokaal/Sphinx.jpg
Sweet P;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/4be90d2f90faf4209c5d8cf906709e91;"Accessoires;Beauty;Juwelen;Kleding;Schoenen";Bij Sweet P vind je draagbare stijlvolle kledij in elke maat dat oploop tot 6 keer extra large (!) ook kinderkledij, vegan tassen, schoenen tot maat 43 en piercing juwelen, want ze piercen ook in cleane ongedwongen sfeer. (beautifulfreakpiercing.be);;Vrijdagmarkt 11;9000;Gent;0484297564;https://sweet-p.myshopify.com/;pvanuxem@yahoo.com;484297564;;;;;https://sweet-p.myshopify.com/;https://stad.gent/sites/default/files/webform/winkels/7171/Schermafbeelding%202020-11-25%20om%2008.58.31.png
t Gaerenhuys;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8e68b4a1448c8ad606c7ad7373026f45;Hobby en DIY;De laatste nieuwe trends in handwerken? Die zijn te vinden bij 't Gaerenhuys. Handwerken en inlijstingen zijn onze specialiteit. Wij hebben een grote keuze aan Amerikaanse, Franse en Italiaanse patronen, garens, handwerkstoffen, lintjes, knoopjes,;;Franklin Rooseveltlaan 458;9000;Gent;093663741;http://www.gaerenhuys.be;;;;;;;http://www.gaerenhuys.be;https://stad.gent/sites/default/files/webform/winkels/6706/winkel%20%27t%20gaerenhuys.jpg
Tavola Ronda;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/eb56589dec7c6cc44e00640d11ff8f81;"Accessoires;Planten en bloemen;Wonen";dé sympathieke interieurwinkel met een hart voor de klant;;Koning Elisabethlaan 53;9000;Gent;0475716002;https://www.tavolaronda.com/;carine.van.heuverzwyn@telenet.be;475716002;;;;;https://www.tavolaronda.com/;https://stad.gent/sites/default/files/webform/winkels/6779/D76_5303.jpg
Teddy;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ddad6044d6d0e1d9bcf928d8e82654e7;"Accessoires;Beauty;Kinderen;Kleding;Speelgoed";TEDDY is een baby & kid conceptstore (0-6 jaar). Naast kledij bieden we een ruim assortiment aan pure en kwalitatief hoogwaardige producten die niet alleen praktisch zijn, maar ook mooi. Ook the place to be voor een origineel geboortelijstje!;;Afrikalaan 289E;9000;Gent;0475973280;http://www.helloteddy.be;;;;;;;http://www.helloteddy.be;https://stad.gent/sites/default/files/webform/winkels/6778/AB0843DE-BB9C-4A0B-9DC2-ECADB61636A7-4EAE663F-C919-4E46-83D1-B73653830850.JPG
TélescoShop 1939;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/cb72f597dc1d186caacac60710c50611;Accessoires;"Onze winkel is een familiezaak sinds 1939.
 We hebben een uitgebreid aanbod in paraplu's, hoeden en petten, handschoenen, bretellen, klein lederwaren, handtassen, ...";;Groentenmarkt 14;9000;Gent;09 2252056;https://www.telescoshop.be/;annie.dauchot@hotmail.com;477490639;;;;;https://www.telescoshop.be/;https://stad.gent/sites/default/files/webform/winkels/7235/IMG_5169.JPG
The Chocolate Home;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/df9b613db5376b37ac24d22e96163149;Dranken en voeding;The Chocolate Home is gespecialiseerd in breed assortiment met unieke creaties aan ambachtelijke eerste kwaliteitspralines & chocolade en Gentse zoetige specialiteiten.;;Meerseniersstraat 24;9000;Gent;0479739733;http://thechocolatehome.ccvshop.be/;;;;;;;http://thechocolatehome.ccvshop.be/;https://communicatie-digitaal.gent.be/kooplokaal/TheChocolateHome.jpg
Thuis komen bij Jezelf;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/69a4ff6651d16865d2f4f7da9ebf9381;Beauty;Thuis komen bij Jezelf is sinds 2009 de ayurvedapraktijk van Marleen Martens in Gent waar je terecht kan voor ayurvedisch voedings-en lifestyle-advies en alle ayurvedische behandelingen. Je vindt er ook een basis van ayurvedische producten. Welkom!;;Hortensiastraat 47;9000;Gent;0485871093;https://www.thuiskomenbijjezelf.be;Thuiskomenbijjezelf@gmail.com;485871093;;;;;https://www.thuiskomenbijjezelf.be;https://stad.gent/sites/default/files/webform/winkels/11869/IMG_20201013_210531_486.jpg
Timmermans1845;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/14a300a503cdab68200dfdfcf7c402f9;Accessoires;Timmermans is een gezellige geschenkenwinkel in een nostalgisch interieur. Het assortiment bestaat uit de grootste collectie pennen van het land, luxe lederwaren, een uitgebreide keuze agenda’s en vele prachtige geschenken voor heren.;;Kortemunt 5;9000;Gent;092233257;http://www.timmermans1845.be;info@timmermans1845.be;92233257;;;;;http://www.timmermans1845.be;https://stad.gent/sites/default/files/webform/winkels/6880/IMG_2568.jpg
Tintelijn;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8f01dc287bb5897da110c5b7ea2c4e08;"Hobby en DIY;Wonen";"Tintelijn is een Gents ecologisch schildersbedrijf.
 We hebben een verfwinkel én een uitgebreide webshop voor doe-het-zelvers en professionelen met natuurverf, linoleum, kalk, leemverf, leem, behang, parket, isolatie…";;Adolf Baeyensstraat 216;9040;Sint-Amandsberg;09 219 09 60;https://www.tintelijn.com/shop;michael@tintelijn.be;475555514;;;;;https://www.tintelijn.com/shop;https://stad.gent/sites/default/files/webform/winkels/7972/Tintelijn%20interieur%20aangepast-4.jpg
Toko;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/d8b3b7b05f9202db0a10f419c57ed563;"Accessoires;Juwelen;Kleding;Schoenen";;;Koningin Elisabethlaan 56;9000;Gent;0473260872;https://www.toko-gent.com;toko-gent@skynet.be;92452065;;;;;https://www.toko-gent.com;https://stad.gent/sites/default/files/webform/winkels/9508/20210310_191449.jpg
Touché;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/b81d0861ddb265fe1016bc5ca84f716a;"Accessoires;Kinderen;Kleding";Touché maakt de wereld positief agressief, onder andere met de creatie, productie en verkoop van producten met een positief agressief verhaal: ‘stand your ground’ coffee cups, macho yogaleraar t-shirts, woeste notebooks, …;;Kortrijksesteenweg 391;9000;Gent;;https://shop.vzwtouche.be;info@vzwtouche.be;477605409;;;;;https://shop.vzwtouche.be;https://stad.gent/sites/default/files/webform/winkels/7958/groepsfoto%205.jpg
Tsjekta Design;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9bda65f3ea469e8f965a07abe74a9596;"Accessoires;Hobby en DIY;Huisdieren;Kleding";"Tsjekta Design is de online shop waar je met een paar klikken kledij, tote bags, kaartjes en vinylstickers terug kan vinden. Daar staan unieke designs op te pronken met de nadruk op dieren, planten en natuur.
Je huisdier tekenen doe ik met plezier!";;Benedictijnenstraat, 70N;9000;Gent;0478456595;https://www.tsjektadesign.com;evi.bulteel@gmail.com;;;;;;https://www.tsjektadesign.com;https://stad.gent/sites/default/files/webform/winkels/15342/PSX_20210926_204932.jpg
Va-Tout;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/c0fe6b45d6ed1ec24a992490cfacfc68;Juwelen;VA-TOUT juwelen zijn tijdloos en passen bij elke outfit. Pure materialen - zoals fairtrade goud, sterling zilver en edelstenen - eenvoudige vormen en structuren.;;Begijnhoflaan 87;9000;Gent;0497667681;https://www.va-tout.be;info@va-tout.be;0497 66 76 81;;;;;https://www.va-tout.be;https://stad.gent/sites/default/files/webform/winkels/6813/Lookbook_16.jpg
Van Eyck shop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/251cbc2bf9d0ab6f5fd39b04a956fabe;"Accessoires;Boeken;Dranken en voeding;Juwelen;Kinderen;Kleding;Koken en tafelen;Wonen";"Kom en ontdek de authentieke creaties van 75 Gentse makers geïnspireerd op het Lam Gods. Het aanbod is enorm. Van juwelen, hoeden, boeketten, bier, tapijten, sjaals, handtassen, papierwaren en keukenaccessoires tot keramiek en glaswerk!
 WELKOM!";;Sint-Baafsplein 2A;9000;Gent;09/266.70.70;https://www.vaneyckshop.gent/;elly.dermaut@stad.gent;495532688;;;;;https://www.vaneyckshop.gent/;https://stad.gent/sites/default/files/webform/winkels/7370/_VA_7729.jpg
What The Food;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/00030e768f1ea37f23426e7b117c654c;"Dranken en voeding;";What The Food zijn frozen vegan meals, gratis geleverd per fiets in Gent. Afhaal is ook mogelijk. Daarnaast zijn er ook verse opties.;;Jean Bethunestraat 100;9040;Gent;0476523684;https://www.whatthefood.gent;margauxgeeroms@gmail.com;476523684;;;;;https://www.whatthefood.gent;https://stad.gent/sites/default/files/webform/winkels/7971/menu.png
Wijnhandel Les Vignes;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/110dfd3e869d2bc9e26379fc3a8154e6;Dranken en voeding;"Europese wijnen van rond de middelandse zee met een knipoog naar Italie - ook Vlaamse, duitse en Oostenrijkse wijn,
 ook Pasta en olijfolie uit Italie en Spanje, foie gras e.d. uit Westvlaanderen.. steeds verrassend winkelen bij lesVignes";;Nijverheidskaai, 39;9040;Sint-Amandsberg;0474674956;http://www.lesvignes.be;ivan@lesvignes.be;474674956;;;;;http://www.lesvignes.be;https://communicatie-digitaal.gent.be/kooplokaal/wijnhandel-les-vignes.png
Yak&Yeti - Women and children;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/da2c5a769d61764ecfa4ef96f79a0ce6;"Accessoires;Juwelen;Kinderen;Kleding";Yak & Yeti is een gezellige winkel waar je duurzame, originele Fair Trade kledij en accessoires vindt. We hebben ook leuke geschenken en mooie juwelen. Onze kledingstukken worden eigenhandig ontworpen en zijn gefabriceerd in ons eigen atelier in Kath.;;Donkersteeg 18 A;9000;Gent;;https://fairlytradedclothing.com/nl/;info@yak-yeti.be;09 324 51 75;;;;;https://fairlytradedclothing.com/nl/;https://stad.gent/sites/default/files/webform/winkels/7333/IMG_20200812_102400.jpg
yd nordic house;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/84946b280a60e6705358b27ae652ebbf;"Accessoires;Boeken;Kinderen;Koken en tafelen;Planten en bloemen;Wonen";Scandinavische interieurs zijn puur, eenvoudig en tijdloos. Ontdek in onze showroom of op onze webshop hoe van jouw huis een Hygge-thuis te maken.;;Belfortstraat 8-12;9000;Gent;09 395 00 44;https://shop.ydnordichouse.be/nl/;team@ydnordichouse.be;#ERROR!;;;;;https://shop.ydnordichouse.be/nl/;https://stad.gent/sites/default/files/webform/winkels/7118/YD_SHOWROOM-12.jpg
Zusse;;"Kinderen;Kleding;Speelgoed";"Zusse is de eerstekeus tweedehands kinderwinkel. 
Duurzaamheid en kinderen gaan hand in hand bij zussen Hannelore en Annelies. Hier krijgt bijna-nieuwe kinderkledij en speelgoed nieuw leven. Met zorg geselecteerde stuks, en dagelijks nieuw aanvoer.";;Bennesteeg, 4;9000;Gent;093119440;https://zusse.be/;Hannelore.rentmeesters@gmail.com;93119440;;;;;https://zusse.be/;
